Federal_Provider_Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Description,Deficiency Tag Number,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Location,Processing Date,,
465096,CANYON RIM CARE CENTER,2730 EAST 3300 SOUTH,SALT LAKE CITY,UT,84109,01/18/2017 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Ensure that residents receive proper treatment and assistive devices to maintain their vision and hearing.,313,D,"Deficient, Provider has date of correction",03/15/2017 12:00:00 AM,3,true,false,"2730 EAST 3300 SOUTH SALT LAKE CITY, UT 84109 (40.699803, -111.814113)",04/01/2020 12:00:00 AM,,
465086,MOUNTAIN VIEW HEALTH SERVICES,5865 SOUTH WASATCH DRIVE,OGDEN,UT,84403,05/01/2018 12:00:00 AM,Health,false,"Freedom from Abuse, Neglect, and Exploitation Deficiencies","Develop and implement policies and procedures to prevent abuse, neglect, and theft.",607,F,"Deficient, Provider has date of correction",06/30/2018 12:00:00 AM,2,true,true,"5865 SOUTH WASATCH DRIVE OGDEN, UT 84403 (41.15672, -111.935759)",04/01/2020 12:00:00 AM,,
465096,CANYON RIM CARE CENTER,2730 EAST 3300 SOUTH,SALT LAKE CITY,UT,84109,01/18/2017 12:00:00 AM,Health,false,Administration Deficiencies,"Keep accurate, complete and organized clinical records on each resident that meet professional standards.",514,D,"Deficient, Provider has date of correction",03/15/2017 12:00:00 AM,3,true,false,"2730 EAST 3300 SOUTH SALT LAKE CITY, UT 84109 (40.699803, -111.814113)",04/01/2020 12:00:00 AM,,
465095,ST JOSEPH VILLA,451 EAST BISHOP FEDERAL LANE,SALT LAKE CITY,UT,84115,12/21/2017 12:00:00 AM,Health,false,Resident Rights Deficiencies,Keep residents' personal and medical records private and confidential.,583,E,"Deficient, Provider has date of correction",01/05/2018 12:00:00 AM,2,true,false,"451 EAST BISHOP FEDERAL LANE SALT LAKE CITY, UT 84115 (40.728009, -111.877569)",04/01/2020 12:00:00 AM,,
465096,CANYON RIM CARE CENTER,2730 EAST 3300 SOUTH,SALT LAKE CITY,UT,84109,01/18/2017 12:00:00 AM,Health,false,Administration Deficiencies,"Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.",520,E,"Deficient, Provider has date of correction",03/15/2017 12:00:00 AM,3,true,false,"2730 EAST 3300 SOUTH SALT LAKE CITY, UT 84109 (40.699803, -111.814113)",04/01/2020 12:00:00 AM,,
465074,WILLOW WOOD CARE CENTER,1205 EAST 4725 SOUTH,SALT LAKE CITY,UT,84117,09/17/2018 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,689,E,"Deficient, Provider has date of correction",11/07/2018 12:00:00 AM,2,true,false,"1205 EAST 4725 SOUTH SALT LAKE CITY, UT 84117 (40.6675, -111.857216)",04/01/2020 12:00:00 AM,,
465091,DRAPER REHABILITATION AND CARE CENTER,12702 SOUTH FORT STREET,DRAPER,UT,84020,06/07/2017 12:00:00 AM,Health,false,Environmental Deficiencies,Provide housekeeping and maintenance services.,253,E,"Deficient, Provider has date of correction",07/07/2017 12:00:00 AM,3,true,false,"12702 SOUTH FORT STREET DRAPER, UT 84020 (40.520724, -111.86467)",04/01/2020 12:00:00 AM,,
465066,AVALON WEST HEALTH & REHABILITATION,6246 SOUTH REDWOOD ROAD,SALT LAKE CITY,UT,84123,09/13/2018 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Ensure residents do not lose the ability to perform activities of daily living unless there is a medical reason.,676,D,"Deficient, Provider has date of correction",11/08/2018 12:00:00 AM,2,true,true,"6246 SOUTH REDWOOD ROAD SALT LAKE CITY, UT 84123 (40.637753, -111.938793)",04/01/2020 12:00:00 AM,,
465096,CANYON RIM CARE CENTER,2730 EAST 3300 SOUTH,SALT LAKE CITY,UT,84109,01/18/2017 12:00:00 AM,Health,false,Administration Deficiencies,Quickly tell the resident's doctor the results of laboratory tests.,505,D,"Deficient, Provider has date of correction",03/15/2017 12:00:00 AM,3,true,false,"2730 EAST 3300 SOUTH SALT LAKE CITY, UT 84109 (40.699803, -111.814113)",04/01/2020 12:00:00 AM,,
465094,WOODLAND PARK REHABILITATION AND CARE CENTER,3855 SOUTH 700 EAST,SALT LAKE CITY,UT,84106,06/24/2019 12:00:00 AM,Health,false,"Freedom from Abuse, Neglect, and Exploitation Deficiencies","Timely report suspected abuse, neglect, or theft and report the results of the investigation to proper authorities.",609,D,"Deficient, Provider has date of correction",07/03/2019 12:00:00 AM,1,false,true,"3855 SOUTH 700 EAST SALT LAKE CITY, UT 84106 (40.688771, -111.871385)",04/01/2020 12:00:00 AM,,
465078,HIGHLAND CARE CENTER,4285 SOUTH HIGHLAND DRIVE,HOLLADAY,UT,84124,04/11/2017 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Provide necessary care and services to maintain or improve the highest well being of each resident .,309,D,"Deficient, Provider has date of correction",04/21/2017 12:00:00 AM,3,false,true,"4285 SOUTH HIGHLAND DRIVE HOLLADAY, UT 84124 (40.677703, -111.84254)",04/01/2020 12:00:00 AM,,
465111,SANDY HEALTH AND REHAB,50 EAST 9000 SOUTH,SANDY,UT,84070,07/18/2019 12:00:00 AM,Health,false,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",Respond appropriately to all alleged violations.,610,D,"Deficient, Provider has date of correction",09/06/2019 12:00:00 AM,1,true,false,"50 EAST 9000 SOUTH SANDY, UT 84070 (40.588018, -111.888351)",04/01/2020 12:00:00 AM,,
465108,COPPER RIDGE HEALTH CARE,3706 WEST 9000 SOUTH,WEST JORDAN,UT,84088,05/17/2017 12:00:00 AM,Health,false,Resident Rights Deficiencies,Provide proof that residents' personal money that is deposited with the nursing home is secure.,161,E,"Deficient, Provider has date of correction",06/16/2017 12:00:00 AM,3,true,false,"3706 WEST 9000 SOUTH WEST JORDAN, UT 84088 (40.587904, -111.979389)",04/01/2020 12:00:00 AM,,
465083,CRESTWOOD REHABILITATION AND NURSING,3665 BRINKER AVENUE,OGDEN,UT,84403,03/26/2018 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,"Ensure necessary information is communicated to the resident, and receiving health care provider at the time of a planned discharge.",661,D,"Deficient, Provider has date of correction",04/23/2018 12:00:00 AM,2,true,false,"3665 BRINKER AVENUE OGDEN, UT 84403 (41.196421, -111.950178)",04/01/2020 12:00:00 AM,,
465112,LIFE CARE CENTER OF BOUNTIFUL,460 WEST 2600 SOUTH,BOUNTIFUL,UT,84010,01/09/2020 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,842,E,"Deficient, Provider has date of correction",02/29/2020 12:00:00 AM,1,true,false,"460 WEST 2600 SOUTH BOUNTIFUL, UT 84010 (40.861574, -111.885632)",04/01/2020 12:00:00 AM,,
465104,OREM REHABILITATION AND NURSING CENTER,575 EAST 1400 SOUTH,OREM,UT,84097,11/21/2019 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",812,E,"Deficient, Provider has date of correction",12/20/2019 12:00:00 AM,1,true,false,"575 EAST 1400 SOUTH OREM, UT 84097 (40.271489, -111.681473)",04/01/2020 12:00:00 AM,,
465086,MOUNTAIN VIEW HEALTH SERVICES,5865 SOUTH WASATCH DRIVE,OGDEN,UT,84403,06/24/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Assist a resident in gaining access to vision and hearing services.,685,D,"Deficient, Provider has date of correction",08/16/2019 12:00:00 AM,1,true,false,"5865 SOUTH WASATCH DRIVE OGDEN, UT 84403 (41.15672, -111.935759)",04/01/2020 12:00:00 AM,,
465112,LIFE CARE CENTER OF BOUNTIFUL,460 WEST 2600 SOUTH,BOUNTIFUL,UT,84010,06/22/2016 12:00:00 AM,Health,false,"Freedom from Abuse, Neglect, and Exploitation Deficiencies","Develop and implement policies for 1) screening and training employees; and the 2) prevention, identification, investigation, and reporting of any abuse, neglect, mistreatment and misappropriation of property.",226,D,"Deficient, Provider has date of correction",07/14/2016 12:00:00 AM,3,true,false,"460 WEST 2600 SOUTH BOUNTIFUL, UT 84010 (40.861574, -111.885632)",04/01/2020 12:00:00 AM,,
465090,CASCADES AT ORCHARD PARK,740 NORTH 300 EAST,OREM,UT,84057,09/26/2019 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",656,D,"Deficient, Provider has date of correction",11/23/2019 12:00:00 AM,1,true,false,"740 NORTH 300 EAST OREM, UT 84057 (40.311156, -111.688606)",04/01/2020 12:00:00 AM,,
465057,FOUR CORNERS REGIONAL CARE CENTER,818 NORTH 400 WEST,BLANDING,UT,84511,04/11/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure each resident�s drug regimen must be free from unnecessary drugs.,757,E,"Deficient, Provider has date of correction",06/10/2019 12:00:00 AM,1,true,false,"818 NORTH 400 WEST BLANDING, UT 84511 (37.637292, -109.484984)",04/01/2020 12:00:00 AM,,
465074,WILLOW WOOD CARE CENTER,1205 EAST 4725 SOUTH,SALT LAKE CITY,UT,84117,12/05/2019 12:00:00 AM,Health,false,Nursing and Physician Services Deficiencies,Provide enough nursing staff every day to meet the needs of every resident, and have a licensed nurse in charge on each shift.,725,E,"Deficient, Provider has date of correction",01/15/2020 12:00:00 AM,1,true,false,"1205 EAST 4725 SOUTH SALT LAKE CITY, UT 84117 (40.6675, -111.857216)",04/01/2020 12:00:00 AM,
465086,MOUNTAIN VIEW HEALTH SERVICES,5865 SOUTH WASATCH DRIVE,OGDEN,UT,84403,05/01/2018 12:00:00 AM,Health,false,Administration Deficiencies,Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.,849,D,"Deficient, Provider has date of correction",06/30/2018 12:00:00 AM,2,true,false,"5865 SOUTH WASATCH DRIVE OGDEN, UT 84403 (41.15672, -111.935759)",04/01/2020 12:00:00 AM,,
465049,SPRING CREEK HEALTHCARE CENTER,4600 SOUTH HIGHLAND DRIVE,SALT LAKE CITY,UT,84117,05/23/2019 12:00:00 AM,Health,false,Administration Deficiencies,Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.,773,D,"Deficient, Provider has date of correction",07/01/2019 12:00:00 AM,1,true,false,"4600 SOUTH HIGHLAND DRIVE SALT LAKE CITY, UT 84117 (40.671717, -111.840756)",04/01/2020 12:00:00 AM,,
465094,WOODLAND PARK REHABILITATION AND CARE CENTER,3855 SOUTH 700 EAST,SALT LAKE CITY,UT,84106,07/19/2018 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",761,D,"Deficient, Provider has date of correction",09/05/2018 12:00:00 AM,2,true,false,"3855 SOUTH 700 EAST SALT LAKE CITY, UT 84106 (40.688771, -111.871385)",04/01/2020 12:00:00 AM,,
465112,LIFE CARE CENTER OF BOUNTIFUL,460 WEST 2600 SOUTH,BOUNTIFUL,UT,84010,01/10/2019 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",812,D,"Deficient, Provider has date of correction",03/04/2019 12:00:00 AM,2,true,false,"460 WEST 2600 SOUTH BOUNTIFUL, UT 84010 (40.861574, -111.885632)",04/01/2020 12:00:00 AM,,
465075,ROCKY MOUNTAIN CARE - HUNTER HOLLOW,4090 WEST PIONEER PARKWAY,WEST VALLEY CITY,UT,84120,01/24/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,689,D,"Deficient, Provider has date of correction",02/28/2019 12:00:00 AM,1,true,false,"4090 WEST PIONEER PARKWAY WEST VALLEY CITY, UT 84120 (40.69839, -111.988691)",04/01/2020 12:00:00 AM,,
465078,HIGHLAND CARE CENTER,4285 SOUTH HIGHLAND DRIVE,HOLLADAY,UT,84124,11/07/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,689,E,"Deficient, Provider has date of correction",12/20/2019 12:00:00 AM,1,true,false,"4285 SOUTH HIGHLAND DRIVE HOLLADAY, UT 84124 (40.677703, -111.84254)",04/01/2020 12:00:00 AM,,
465089,ROCKY MOUNTAIN CARE - WILLOW SPRINGS,85 EAST 2000 NORTH,TOOELE,UT,84074,08/15/2019 12:00:00 AM,Health,false,Administration Deficiencies,Employ or obtain outside professional resources to provide services in the nursing home when the facility does not employ a qualified professional to furnish a required service.,840,D,"Deficient, Provider has date of correction",10/15/2019 12:00:00 AM,1,true,false,"85 EAST 2000 NORTH TOOELE, UT 84074 (40.565527, -112.301094)",04/01/2020 12:00:00 AM,,
465115,THE TERRACE AT MT OGDEN,400 EAST 5350 SOUTH,OGDEN,UT,84405,10/20/2016 12:00:00 AM,Health,false,Administration Deficiencies,Give or get quality laboratory services/tests in a timely manner to meet the needs of residents.,502,D,"Deficient, Provider has date of correction",11/23/2016 12:00:00 AM,3,true,false,"400 EAST 5350 SOUTH OGDEN, UT 84405 (41.166107, -111.970993)",04/01/2020 12:00:00 AM,,
465066,AVALON WEST HEALTH & REHABILITATION,6246 SOUTH REDWOOD ROAD,SALT LAKE CITY,UT,84123,09/13/2018 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure that residents are free from significant medication errors.,760,E,"Deficient, Provider has date of correction",11/08/2018 12:00:00 AM,2,true,true,"6246 SOUTH REDWOOD ROAD SALT LAKE CITY, UT 84123 (40.637753, -111.938793)",04/01/2020 12:00:00 AM,,
465090,CASCADES AT ORCHARD PARK,740 NORTH 300 EAST,OREM,UT,84057,02/09/2017 12:00:00 AM,Health,false,Administration Deficiencies,Give or get quality laboratory services/tests in a timely manner to meet the needs of residents.,502,D,"Deficient, Provider has date of correction",04/15/2017 12:00:00 AM,3,true,false,"740 NORTH 300 EAST OREM, UT 84057 (40.311156, -111.688606)",04/01/2020 12:00:00 AM,,
465078,HIGHLAND CARE CENTER,4285 SOUTH HIGHLAND DRIVE,HOLLADAY,UT,84124,10/25/2018 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is ne",758,D,"Deficient, Provider has date of correction",12/07/2018 12:00:00 AM,2,true,false,"4285 SOUTH HIGHLAND DRIVE HOLLADAY, UT 84124 (40.677703, -111.84254)",04/01/2020 12:00:00 AM,,
465067,ROCKY MOUNTAIN CARE - CLEARFIELD,1481 EAST 1450 SOUTH,CLEARFIELD,UT,84015,06/08/2016 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Make sure that residents receive treatments/services to maintain or improve their ability to care for themselves.,311,E,"Deficient, Provider has date of correction",08/01/2016 12:00:00 AM,3,true,false,"1481 EAST 1450 SOUTH CLEARFIELD, UT 84015 (41.092837, -111.997821)",04/01/2020 12:00:00 AM,,
465085,EMERY COUNTY CARE AND REHABILITATION CENTER,455 WEST MILL ROAD,FERRON,UT,84523,03/20/2019 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",656,D,"Deficient, Provider has date of correction",04/26/2019 12:00:00 AM,1,true,false,"455 WEST MILL ROAD FERRON, UT 84523 (39.091637, -111.142272)",04/01/2020 12:00:00 AM,,
465094,WOODLAND PARK REHABILITATION AND CARE CENTER,3855 SOUTH 700 EAST,SALT LAKE CITY,UT,84106,08/19/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure that residents are free from significant medication errors.,760,E,"Deficient, Provider has date of correction",10/07/2019 12:00:00 AM,1,true,false,"3855 SOUTH 700 EAST SALT LAKE CITY, UT 84106 (40.688771, -111.871385)",04/01/2020 12:00:00 AM,,
465089,ROCKY MOUNTAIN CARE - WILLOW SPRINGS,85 EAST 2000 NORTH,TOOELE,UT,84074,05/24/2017 12:00:00 AM,Health,false,Resident Rights Deficiencies,Allow residents to self-administer drugs if determined safe.,176,D,"Deficient, Provider has date of correction",06/23/2017 12:00:00 AM,3,true,false,"85 EAST 2000 NORTH TOOELE, UT 84074 (40.565527, -112.301094)",04/01/2020 12:00:00 AM,,
465112,LIFE CARE CENTER OF BOUNTIFUL,460 WEST 2600 SOUTH,BOUNTIFUL,UT,84010,01/10/2019 12:00:00 AM,Health,false,Nursing and Physician Services Deficiencies,Provide enough nursing staff every day to meet the needs of every resident, and have a licensed nurse in charge on each shift.,725,E,"Deficient, Provider has date of correction",03/04/2019 12:00:00 AM,2,true,false,"460 WEST 2600 SOUTH BOUNTIFUL, UT 84010 (40.861574, -111.885632)",04/01/2020 12:00:00 AM,
465072,CITY CREEK POST-ACUTE,165 SOUTH 1000 EAST,SALT LAKE CITY,UT,84102,11/07/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,755,D,"Deficient, Provider has date of correction",12/18/2019 12:00:00 AM,1,true,false,"165 SOUTH 1000 EAST SALT LAKE CITY, UT 84102 (40.765707, -111.862465)",04/01/2020 12:00:00 AM,,
465102,PARKDALE HEALTH AND REHAB,250 EAST 600 NORTH,PRICE,UT,84501,03/07/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Ensure residents do not lose the ability to perform activities of daily living unless there is a medical reason.,676,E,"Deficient, Provider has date of correction",04/26/2019 12:00:00 AM,1,true,false,"250 EAST 600 NORTH PRICE, UT 84501 (39.609795, -110.806187)",04/01/2020 12:00:00 AM,,
465108,COPPER RIDGE HEALTH CARE,3706 WEST 9000 SOUTH,WEST JORDAN,UT,84088,05/17/2017 12:00:00 AM,Health,false,Nursing and Physician Services Deficiencies,"Make sure that doctors visit residents regularly, as required.",387,E,"Deficient, Provider has date of correction",06/16/2017 12:00:00 AM,3,true,false,"3706 WEST 9000 SOUTH WEST JORDAN, UT 84088 (40.587904, -111.979389)",04/01/2020 12:00:00 AM,,
465084,UINTAH BASIN REHABILITATION AND SENIOR VILLA,265 NORTH 300 WEST,ROOSEVELT,UT,84066,06/06/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",761,E,"Deficient, Provider has date of correction",07/09/2019 12:00:00 AM,1,true,false,"265 NORTH 300 WEST ROOSEVELT, UT 84066 (40.302939, -109.997087)",04/01/2020 12:00:00 AM,,
